timestamp,crypto_BTCUSDT_close,crypto_BTCUSDT_volume,crypto_ETHUSDT_close,crypto_ETHUSDT_volume,crypto_BNBUSDT_close,crypto_BNBUSDT_volume,crypto_SOLUSDT_close,crypto_SOLUSDT_volume,crypto_ADAUSDT_close,crypto_ADAUSDT_volume,solar_density,solar_speed,solar_temperature,geomag_kp,solar_xray,seismic_count,seismic_max_mag,climate_temperature,climate_humidity,climate_pressure,climate_wind_speed
2025-11-29 00:00:00,,,,,,,,,,,,,,2.67,,0.0,0.0,4.5,89,1021.5,3.0
2025-11-29 01:00:00,,,,,,,,,,,,,,2.67,,0.0,0.0,3.4,92,1021.5,4.0
2025-11-29 02:00:00,,,,,,,,,,,,,,2.67,,0.0,0.0,2.5,93,1021.3,3.7
2025-11-29 03:00:00,90680.26,203.76865,3022.6,6805.8259,884.14,2052.206,136.83,54531.5,0.4163,1749491.8,0.24,608.7,5261.0,3.0,1.225964041395855e-07,1.0,5.1,2.3,94,1021.1,2.6
2025-11-29 04:00:00,90901.56,194.82906,3041.04,6376.7451,884.47,4508.329,137.64,41405.206,0.4182,4617550.7,0.33,593.8,2000.0,3.0,8.700644826831194e-08,2.0,4.9,1.8,95,1020.9,3.4
2025-11-29 05:00:00,90747.16,201.02788,3033.21,5840.4203,881.3,4327.374,137.22,60045.13,0.4164,1278236.6,0.38,602.4,13532.0,3.0,1.2396202464515227e-07,1.0,2.53896063450723,1.4,94,1020.8,3.5
2025-11-29 06:00:00,90565.29,551.9962,3007.64,21897.2576,878.9,6775.794,137.11,162032.312,0.4157,3966322.9,0.22,610.5,2000.0,4.0,1.3383061059357715e-07,5.0,5.1,0.9,95,1020.8,3.7
2025-11-29 07:00:00,90567.67,281.69639,3004.9,8437.5736,879.06,4438.056,137.28,52995.013,0.4154,991531.0,0.49,542.9,2000.0,4.0,1.4775299916891527e-07,1.0,2.86,0.2,95,1020.8,3.5
2025-11-29 08:00:00,90629.67,209.42959,3008.29,5129.7948,880.0,2930.714,136.98,84762.582,0.415,1370019.3,1.14,582.6,12422.0,4.0,1.1697002832988801e-07,1.0,5.9,0.7,95,1020.8,2.5
2025-11-29 09:00:00,90560.08,255.33197,3002.05,8389.8706,881.21,2804.322,136.67,61895.572,0.4152,1118267.4,1.14,582.6,12422.0,3.33,6.093384854466422e-07,0.0,0.0,2.6,88,1020.8,1.3
2025-11-29 10:00:00,90552.47,287.88192,2997.32,14219.3495,879.07,2289.992,136.82,73404.532,0.4165,2682902.2,1.14,582.6,12422.0,3.33,6.464092905389407e-08,1.0,2.51,4.9,81,1020.7,1.2
2025-11-29 11:00:00,90673.19,204.80457,2999.82,9857.1595,878.56,3387.721,137.33,45066.19,0.4185,1573331.4,1.14,582.6,12422.0,3.33,5.2635872549444684e-08,1.0,5.0,6.7,76,1020.0,2.4
2025-11-29 12:00:00,90616.01,253.50149,2997.22,6908.8901,877.19,4347.107,136.94,39342.965,0.4176,2883512.6,0.12,591.0,2000.0,4.0,5.8729781926558644e-08,1.0,4.7,8.3,72,1018.5,4.0
2025-11-29 13:00:00,90783.17,243.4196,2998.4,4964.9233,878.09,2906.864,136.91,44345.387,0.4172,2604470.1,12.66,563.3,565984.0,4.0,4.542195952694783e-08,3.0,4.6,9.7,67,1017.1,5.6
2025-11-29 14:00:00,90621.72,231.55273,2988.28,15545.4928,875.76,2072.749,136.54,42988.307,0.4158,2483440.8,0.09,593.6,2000.0,4.0,2.1305203290467034e-07,1.0,2.76,10.4,64,1015.9,8.3
2025-11-29 15:00:00,91063.5,419.55316,3007.41,17318.0464,880.93,4531.382,137.58,107679.387,0.4202,3754247.5,0.16,598.1,2000.0,4.0,2.9736122542090015e-07,2.0,4.8,10.6,61,1015.3,9.5
2025-11-29 16:00:00,91004.03,256.29667,3003.07,12386.3867,881.29,2236.304,137.66,64119.84,0.4191,1968782.9,0.08,591.0,2000.0,4.0,5.066653102403507e-06,1.0,2.6,10.0,64,1015.2,8.5
2025-11-29 17:00:00,90421.21,800.09236,2969.98,19747.667,872.93,6826.738,136.19,173154.741,0.4144,3032097.5,14.5,611.6,596233.0,4.0,7.010284548414347e-07,1.0,3.2,8.2,74,1015.4,8.5
2025-11-29 18:00:00,90690.84,837.40131,2994.72,17579.192,874.01,9661.032,135.69,216814.773,0.4154,3496377.3,0.17,572.6,2000.0,3.0,3.4043463870148116e-07,2.0,4.8,7.7,76,1015.4,9.2
2025-11-29 19:00:00,90640.78,298.72853,2988.47,4628.9189,873.1,1360.896,135.68,72615.372,0.4149,1640273.5,0.35,600.5,13807.0,3.0,1.305555770159117e-07,0.0,0.0,7.4,77,1015.6,9.7
2025-11-29 20:00:00,90963.29,336.13338,2997.42,3653.4837,874.53,1361.704,136.23,59025.386,0.4173,2283672.8,0.3,598.8,11187.0,3.0,9.841349424277723e-08,1.0,4.9,6.8,80,1015.6,9.7
2025-11-29 21:00:00,91008.68,179.69384,2994.18,3667.386,875.4,1344.721,136.46,36682.602,0.4168,1396935.2,0.14,572.6,2000.0,3.0,5.059932561835012e-08,2.0,4.4,6.1,87,1015.7,9.6
2025-11-29 22:00:00,90753.02,311.96344,2988.83,4074.4943,873.5,1286.02,135.81,121295.745,0.4154,1210271.5,0.06,615.3,2000.0,3.0,9.399628453365949e-08,2.0,5.8,5.6,92,1015.9,7.4
2025-11-29 23:00:00,90802.44,133.73065,2989.16,2725.732,872.9,1395.475,135.91,52894.73,0.4147,1132645.9,0.2,572.6,2000.0,3.0,4.462181735220838e-08,1.0,5.3,4.8,94,1016.0,4.3
2025-11-30 00:00:00,90893.94,127.74315,2997.31,3169.2708,875.3,1642.967,135.95,93845.179,0.4145,686263.3,14.52,600.1,650258.0,4.0,4.532005348778512e-08,1.0,2.9,5.6,93,1016.0,4.9
2025-11-30 01:00:00,90913.31,246.89699,3004.97,6218.0609,876.86,1782.82,136.29,114935.777,0.4158,1601367.1,13.37,584.6,632682.0,4.0,2.5974603090617165e-07,0.0,0.0,5.2,95,1015.2,4.5
2025-11-30 02:00:00,90795.51,321.82107,2990.96,4973.8916,873.96,1593.936,135.93,105466.426,0.4144,2057860.0,0.42,575.1,2000.0,4.0,5.3101913977116055e-08,2.0,4.5,5.9,93,1014.7,5.5
2025-11-30 03:00:00,90909.35,418.70941,3001.69,8342.7414,875.59,3779.914,136.4,116839.286,0.42,10498271.1,0.18,572.6,2000.0,4.0,1.4477451770744665e-07,1.0,2.99,5.9,95,1014.5,4.6
2025-11-30 04:00:00,90858.0,98.98576,2998.49,2354.0327,874.2,1596.962,136.34,65092.341,0.4178,2241529.7,0.15,593.8,2000.0,4.0,5.230373645304098e-08,1.0,3.49,5.9,97,1014.3,4.2
2025-11-30 05:00:00,90783.75,146.33614,2992.3,5631.133,871.45,2782.138,135.77,41459.43,0.4167,1660768.6,0.25,598.7,2000.0,4.0,1.618003011572e-07,1.0,4.5,5.9,97,1014.4,3.1
2025-11-30 06:00:00,90898.68,134.34933,2997.86,3047.0143,872.44,1910.122,136.33,67203.652,0.4168,1355082.8,0.73,588.6,11817.0,2.33,4.252414385064185e-07,1.0,3.4,5.9,96,1014.7,10.4
2025-11-30 07:00:00,90968.16,170.24658,3005.22,3438.6445,874.78,1820.671,136.53,63671.398,0.4185,991036.7,0.74,591.9,12470.0,2.33,2.1098928471019462e-07,4.0,4.4,5.6,96,1015.0,6.2
2025-11-30 08:00:00,91184.45,999.6229,3006.88,7926.0099,877.34,3527.914,136.81,111045.095,0.4184,4070415.5,0.49,594.2,11462.0,2.33,8.033286746922386e-08,3.0,4.7,5.3,96,1016.4,12.2
2025-11-30 09:00:00,91413.07,857.09997,3010.16,5095.4649,879.17,2991.592,136.82,63055.059,0.4203,1958702.6,0.49,594.2,11462.0,3.33,9.216535801215286e-08,1.0,2.8,6.7,85,1017.0,18.2
2025-11-30 10:00:00,91234.31,215.61141,3009.59,4713.219,877.14,2140.05,136.68,44352.39,0.4194,2584817.7,0.49,594.2,11462.0,3.33,1.0244823300809003e-07,2.0,5.3,7.7,74,1017.9,16.1
2025-11-30 11:00:00,91048.78,443.35776,3003.36,5556.6529,876.72,3086.432,136.42,35599.503,0.4176,1455676.6,0.49,594.2,11462.0,3.33,4.924237941850151e-07,1.0,2.72025408767562,9.0,65,1017.9,15.5
2025-11-30 12:00:00,91469.51,391.37581,3025.99,11634.0596,882.58,5510.09,137.58,107166.542,0.4219,2523114.6,0.14,601.4,2000.0,1.67,1.309407196004031e-07,2.0,4.9,9.9,56,1017.6,21.0
2025-11-30 13:00:00,91769.99,1268.05794,3048.99,21862.5951,896.45,20608.706,139.26,307421.588,0.4258,4231649.4,0.33,596.4,11262.0,1.67,9.039825954459957e-07,0.0,0.0,10.9,50,1017.0,18.1
2025-11-30 14:00:00,91499.99,479.45512,3037.84,13453.9962,893.91,10627.812,138.51,203846.272,0.4247,2428558.0,0.32,595.0,11826.0,1.67,4.093890879630635e-07,2.0,3.11,11.0,48,1016.9,16.7
2025-11-30 15:00:00,91435.31,490.26099,3028.69,13847.1171,893.99,4584.642,138.33,83536.333,0.4229,2129493.7,0.3,595.8,10338.0,2.33,1.0263472205451762e-07,2.0,2.77,11.1,45,1016.5,16.7
2025-11-30 16:00:00,91825.18,328.17239,3043.57,9136.8847,899.12,5951.702,139.52,116194.662,0.4254,2337367.3,1.02,554.1,42792.0,2.33,7.166974569372542e-08,1.0,4.8,10.2,50,1017.0,12.1
2025-11-30 17:00:00,91488.19,322.55187,3041.01,9475.6127,897.46,3402.523,138.46,111076.853,0.4249,2169506.5,0.39,588.9,10212.0,2.33,5.828764670923192e-08,2.0,4.6,8.5,57,1017.9,8.7
2025-11-30 18:00:00,91459.9,239.73146,3036.9,3891.5617,895.9,4437.434,138.61,90928.526,0.4254,1861536.5,9.57,557.7,372099.0,3.33,8.243024751664052e-08,0.0,0.0,7.6,63,1018.6,7.8
2025-11-30 19:00:00,91460.79,158.56074,3034.71,4418.0306,894.99,1427.337,137.63,108764.091,0.4251,1943293.9,9.47,555.8,378067.0,3.33,1.7369345073348086e-07,1.0,2.8,7.1,66,1020.1,9.4
2025-11-30 20:00:00,91315.6,260.58782,3028.94,3633.5299,895.32,3463.89,137.3,101103.662,0.4246,1919973.1,1.36,562.2,51324.0,3.33,1.2848194330672413e-07,0.0,0.0,6.3,68,1020.9,10.6
2025-11-30 21:00:00,91174.22,497.10764,3022.34,6733.4648,889.06,6305.191,137.04,78211.956,0.4238,1807635.1,9.5,557.5,380438.0,2.67,1.9495757896947907e-07,1.0,2.7,5.7,70,1021.6,10.9
2025-11-30 22:00:00,91225.28,263.92188,3033.62,5606.3105,888.37,3028.241,137.72,64844.119,0.4245,1612178.9,1.1,537.6,19175.0,2.67,4.891705884801922e-07,1.0,2.9042913389857907,5.0,74,1022.1,9.6
2025-11-30 23:00:00,90360.0,807.17762,2991.26,18563.1265,875.31,8227.501,133.48,312505.189,0.4143,5879550.3,9.02,556.9,378054.0,2.67,3.007673399224586e-08,1.0,4.9,4.2,77,1022.3,8.7
2025-12-01 00:00:00,87000.0,4607.45526,2836.4,100170.4911,834.5,60097.061,127.57,958104.526,0.3881,40304873.7,9.18,553.0,362968.0,4.0,4.6095230743503635e-08,1.0,4.6,3.9,76,1022.5,10.7
2025-12-01 01:00:00,87168.91,1588.04096,2850.86,26167.4515,837.79,18317.468,127.96,252307.445,0.3899,27695512.5,8.95,552.8,339857.0,4.0,5.012374160173749e-08,3.0,4.6,3.6,76,1022.7,10.2
2025-12-01 02:00:00,86722.29,2052.19788,2837.92,38591.3783,836.01,15731.694,127.57,236817.859,0.3901,11204147.6,8.99,560.1,259889.0,4.0,3.817502047809285e-08,2.0,4.1,3.3,77,1022.9,8.4
2025-12-01 03:00:00,86346.13,2001.96556,2825.77,34474.4182,829.4,19324.312,126.97,167417.967,0.3862,8543920.1,7.03,529.9,235372.0,1.0,2.191621570091229e-05,2.0,3.27,2.7,79,1023.0,7.3
2025-12-01 04:00:00,85801.03,1863.01351,2821.83,27234.3801,823.17,13363.091,126.38,156787.128,0.3843,6018776.4,6.78,524.2,256522.0,1.0,1.5422103842865909e-06,1.0,3.21,2.1,81,1022.8,8.5
2025-12-01 05:00:00,86001.08,749.36259,2827.8,13480.4566,823.29,9081.19,126.11,133038.873,0.3846,6374392.1,5.9,519.5,238136.0,1.0,4.1572940290279803e-07,0.0,0.0,1.7,81,1022.9,6.9
2025-12-01 06:00:00,86234.16,931.6074,2824.56,9577.2834,828.03,14200.254,126.72,95904.62,0.3836,6318087.9,5.81,510.8,175387.0,1.67,2.2846936076348356e-07,4.0,4.2,1.2,81,1023.5,7.8
2025-12-01 07:00:00,86550.3,1393.18357,2840.21,16399.137,832.43,8150.424,127.42,123914.425,0.3886,8432808.6,7.33,520.0,142010.0,1.67,1.4939480763587198e-07,2.0,4.4,0.7,82,1023.7,5.9
2025-12-01 08:00:00,86869.51,948.06769,2840.55,14459.6513,829.91,12399.729,127.72,130667.753,0.3878,4245246.3,6.88,509.5,132993.0,1.67,7.622507780524757e-08,2.0,4.7,0.8,80,1024.1,6.2
2025-12-01 09:00:00,86704.86,866.92667,2839.59,71328.5537,823.63,18815.782,127.02,132932.334,0.3854,4684756.7,6.88,509.5,132993.0,2.0,1.578993646944582e-07,0.0,0.0,2.2,76,1024.3,4.1
2025-12-01 10:00:00,86647.73,366.02338,2844.02,26318.7573,828.0,10176.391,127.25,54382.564,0.3861,1729905.4,6.88,509.5,132993.0,2.0,2.8147923103460926e-07,4.0,3.9,4.2,69,1024.5,3.8
2025-12-01 11:00:00,86149.15,824.75013,2838.35,42305.0311,824.86,12511.916,127.12,63172.655,0.3827,3939134.4,6.88,509.5,132993.0,2.0,1.3877820492780302e-07,0.0,0.0,6.3,63,1023.4,3.6
2025-12-01 12:00:00,85430.64,2098.18769,2821.08,37040.9502,821.43,18343.349,126.6,229039.468,0.3793,17305678.3,6.73,503.5,139738.0,2.0,7.584164052332198e-08,3.0,4.2,7.6,62,1022.3,2.4
2025-12-01 13:00:00,85986.85,1097.45554,2813.29,30227.999,816.48,14808.655,126.49,149498.06,0.3779,9389162.9,6.55,501.1,142730.0,2.0,3.675756943266606e-08,3.0,3.7,9.0,60,1021.2,2.4
2025-12-01 14:00:00,86067.9,1654.56841,2818.03,30987.8159,819.86,14599.003,126.11,182077.108,0.3804,6913780.7,5.07,480.0,165070.0,2.0,6.753572279194486e-08,1.0,4.8,9.8,58,1020.1,4.8
2025-12-01 15:00:00,84677.87,3274.16077,2745.72,129921.2631,811.85,30112.213,125.11,504343.481,0.3762,13377595.3,3.96,469.6,134018.0,3.0,3.9988762523535115e-08,2.0,4.6,9.9,60,1019.4,6.9
2025-12-01 16:00:00,84571.8,2152.34019,2731.47,43671.3232,810.11,10719.249,123.53,378648.164,0.372,5453278.5,3.3,487.6,167333.0,3.0,8.227820558204257e-08,0.0,0.0,9.2,65,1019.1,5.9
2025-12-01 17:00:00,84920.3,917.46569,2739.62,16817.0001,812.52,6325.425,124.44,174059.993,0.3747,4959435.1,3.95,458.2,123559.0,3.0,5.860811569391444e-08,1.0,4.1,7.7,76,1018.9,4.3
2025-12-01 18:00:00,85199.48,911.27586,2749.54,18002.8709,817.31,5860.778,124.51,152769.476,0.3785,4974566.8,5.07,474.2,170167.0,2.0,7.90461101018991e-08,2.0,4.9,7.5,77,1018.8,5.4
2025-12-01 19:00:00,85024.5,617.02121,2740.8,13672.2667,814.7,3367.567,123.86,122853.996,0.3764,2263630.7,4.24,452.0,118357.0,2.0,1.5677383657930477e-07,0.0,0.0,7.1,78,1019.3,6.8
2025-12-01 20:00:00,85518.0,1007.0535,2757.82,35229.5088,817.31,7187.521,124.45,137375.983,0.3777,4242660.7,4.35,453.4,119140.0,2.0,4.318074431353125e-08,1.0,5.1,6.5,79,1019.4,6.7
2025-12-01 21:00:00,86436.65,1202.40704,2791.71,34890.5279,822.99,7677.172,126.1,260903.562,0.3818,4976281.5,3.78,449.7,129840.0,2.0,3.9549846064801386e-08,1.0,4.9,6.3,78,1019.1,6.2
2025-12-01 22:00:00,86572.65,780.37442,2797.35,28162.087,826.9,6088.03,126.83,117782.724,0.3836,3107807.7,3.79,446.3,108052.0,2.0,1.974768935042448e-07,2.0,5.1,5.8,79,1018.6,6.2
2025-12-01 23:00:00,86286.01,604.10735,2799.07,9872.3885,826.61,5488.111,126.66,92703.893,0.3856,2915736.9,2.99,433.7,94496.0,2.0,3.927871716769005e-08,3.0,5.2,5.1,82,1018.3,6.2
2025-12-02 00:00:00,86513.33,887.97566,2795.68,10803.2312,826.3,3778.991,127.37,117394.752,0.3871,2686768.4,4.54,447.0,125510.0,2.33,5.919285328559454e-08,3.0,4.9,4.6,86,1018.3,7.1
2025-12-02 01:00:00,86454.93,1192.01967,2795.09,14683.6168,828.96,6853.851,126.99,109171.609,0.3865,3804930.8,2.34,424.0,91998.0,2.33,5.171418848703979e-08,1.0,4.9,3.9,88,1017.9,6.2
2025-12-02 02:00:00,86554.47,522.02975,2801.14,8800.4747,827.62,7853.369,126.97,100722.837,0.3884,4615018.9,3.43,436.6,90953.0,2.33,1.0687354290439544e-07,1.0,3.3,3.3,90,1017.8,4.9
2025-12-02 03:00:00,86976.99,643.79096,2804.55,6642.6519,828.38,9503.685,127.23,115367.499,0.3913,3055843.0,2.4,431.2,113784.0,2.67,1.2696625617536483e-07,0.0,0.0,2.9,91,1017.5,4.6
2025-12-02 04:00:00,86970.28,689.46639,2805.0,7014.7794,832.58,5251.483,126.89,95543.143,0.3912,3751447.1,2.72,440.8,157387.0,2.67,1.040828436771335e-07,1.0,4.6,2.3,93,1016.9,4.3
2025-12-02 05:00:00,87008.2,320.12167,2803.21,9151.1806,831.72,6001.319,126.69,89214.107,0.391,3372723.4,5.82,484.8,147113.0,2.67,7.426418591194306e-08,2.0,5.0,2.1,95,1016.8,5.2
2025-12-02 06:00:00,87090.46,385.60175,2812.92,7359.0956,831.74,3634.617,127.68,70928.378,0.3915,2001193.4,4.18,457.3,109755.0,1.67,6.877821334683176e-08,1.0,3.47,2.5,94,1017.2,5.9
2025-12-02 07:00:00,87012.65,338.04553,2805.65,6660.281,830.94,5082.404,127.26,48129.447,0.3894,1802579.1,4.91,468.9,130042.0,1.67,5.207176556609738e-08,1.0,5.2,3.4,94,1017.6,7.8
2025-12-02 08:00:00,86471.89,1046.58604,2798.18,11698.0659,829.05,11556.778,126.17,76214.607,0.3861,4767323.6,2.6,438.6,85431.0,1.67,8.679615604023638e-08,1.0,2.52,3.6,94,1017.4,6.2
2025-12-02 09:00:00,86769.87,806.33465,2798.05,7952.1157,836.2,11612.192,126.77,87538.873,0.3871,3178415.4,2.6,438.6,85431.0,2.0,1.1073611716483356e-07,2.0,3.4377456567127695,4.4,93,1017.9,4.9
2025-12-02 10:00:00,87272.44,661.40198,2823.13,12892.8161,840.97,12476.025,128.3,112452.275,0.392,4201294.8,2.6,438.6,85431.0,2.0,4.5202973808500246e-08,2.0,5.2,5.0,91,1017.8,3.2
2025-12-02 11:00:00,87368.92,846.713,2826.18,9173.9588,843.23,7008.01,128.31,112572.343,0.3939,3492307.9,2.6,438.6,85431.0,2.0,4.4346975869302696e-08,3.0,5.3,6.3,85,1017.3,6.5
2025-12-02 12:00:00,87264.2,839.51657,2827.86,12289.1955,841.6,7251.05,128.88,164984.745,0.3952,4836840.7,0.2,538.2,2000.0,2.0,3.404640480653143e-08,2.0,4.7,8.1,75,1016.2,8.1
2025-12-02 13:00:00,87731.41,1559.3403,2844.73,29156.9059,845.77,8655.925,130.61,367693.712,0.3983,4663283.1,2.44,416.4,82227.0,2.0,4.0092068331887276e-08,1.0,5.1,9.2,66,1015.4,10.5
2025-12-02 14:00:00,89271.99,2529.97385,2894.98,89820.4002,859.59,22987.062,132.97,395093.239,0.4073,11086368.0,0.19,538.2,2000.0,2.0,4.2171215852704336e-08,3.0,3.4,10.0,57,1014.4,8.8
2025-12-02 15:00:00,90850.01,4371.66947,3006.61,112646.1637,871.4,33633.946,137.84,991212.586,0.4283,31503893.8,4.24,432.6,64953.0,1.67,3.300235462688761e-08,2.0,4.4,10.3,50,1013.8,8.1
2025-12-02 16:00:00,90759.15,2014.14601,2995.58,50652.6862,872.8,15420.783,139.37,547630.627,0.4295,18697713.4,3.75,417.7,96400.0,1.67,5.867542185455932e-08,1.0,3.67,9.1,59,1013.9,6.6
2025-12-02 17:00:00,91458.4,1594.71699,3015.83,25008.7524,876.93,11128.197,139.48,362605.699,0.4287,8899510.1,3.13,424.1,87426.0,1.67,3.041499141431814e-08,1.0,4.4,6.9,77,1014.9,11.5
2025-12-02 18:00:00,91954.49,1650.85803,3013.56,19679.9312,880.89,10106.328,139.84,197001.63,0.4305,6511476.8,0.42,471.4,9098.0,3.0,2.998626058570153e-08,0.0,0.0,6.2,81,1015.2,11.6
2025-12-02 19:00:00,91903.39,892.95903,3015.83,9228.1932,882.58,7949.679,140.25,124838.574,0.4345,6653112.1,3.47,396.5,52584.0,3.0,3.5376210405502206e-08,1.0,4.7,5.8,83,1015.4,12.4
2025-12-02 20:00:00,91026.67,1812.81861,2979.72,28776.8127,875.8,13837.945,138.73,368016.488,0.4362,11278454.1,1.38,440.4,63295.0,3.0,2.8734095991467257e-08,0.0,0.0,5.3,87,1015.6,12.0
2025-12-02 21:00:00,91562.43,750.79479,2995.45,10618.9606,877.91,3174.507,139.11,118281.543,0.437,4842687.4,2.54,391.5,53236.0,2.0,2.874089410909164e-08,0.0,0.0,4.8,89,1015.6,10.8
2025-12-02 22:00:00,91981.91,1005.0385,3017.55,10739.0981,880.3,4138.224,139.92,147987.712,0.4364,6332805.6,6.27,408.8,64151.0,2.0,1.996253651270763e-08,2.0,4.9,4.3,92,1015.4,9.2
2025-12-02 23:00:00,91277.88,848.30812,2996.07,12257.9912,876.61,4253.31,138.68,102260.322,0.4335,4282652.3,7.38,396.1,16879.0,2.0,3.165250461734104e-08,2.0,5.6,4.1,94,1015.2,8.6
